TransactionID,Items
89,"Tomatoes,Cereal,Beef"
90,"Lettuce,Tea"
91,"Tea,Rice,Bananas,Coffee,Tomatoes,Bread"
92,Chicken
93,"Rice,Pasta,Yogurt,Juice,Cookies"
94,"Soda,Garlic,Fish"
95,"Cheese,Beef,Soda,Eggs,Onions"
96,"Ice Cream,Tomatoes,Coffee,Cheese,Soda,Chips"
97,"Cookies,Yogurt,Coffee"
98,"Bananas,Tomatoes,Soda,Onions"
99,"Milk,Onions,Juice"
100,"Soda,Ice Cream,Fish"
101,"Garlic,Peanut Butter,Ice Cream,Milk,Butter"
102,Coffee
103,Eggs
104,"Tea,Soda,Tomatoes,Eggs,Onions,Bananas"
105,"Chips,Jam,Cucumber,Eggs,Pasta"
106,"Fish,Cookies,Juice,Beef"
107,"Cookies,Yogurt,Milk,Ice Cream,Pasta,Cucumber"
108,"Butter,Lettuce,Peanut Butter,Tea"
109,"Coffee,Ice Cream,Cheese,Cereal,Garlic,Rice"
110,Apples
111,"Pasta,Garlic"
112,Rice
113,"Butter,Milk,Carrots,Bananas,Flour"
114,"Peanut Butter,Cereal,Bananas,Tomatoes,Chicken,Pasta,Apples"
115,"Ice Cream,Chicken,Pasta,Jam,Cereal"
116,"Tomatoes,Cucumber,Ice Cream,Beef,Chicken"
117,"Bread,Coffee"
118,"Rice,Jam,Tomatoes,Beef,Bananas,Chips"
119,Yogurt
120,"Flour,Yogurt,Jam,Cucumber,Juice"
121,"Rice,Ice Cream,Milk,Garlic,Cookies,Apples,Bread"
122,"Bananas,Garlic,Flour,Chips,Chicken,Cheese,Butter"
123,Pasta
124,"Apples,Onions,Butter,Coffee,Cookies,Soda,Jam"
125,"Cereal,Tea,Garlic,Eggs,Carrots,Pasta"
126,"Apples,Chips"
127,Yogurt
128,"Tea,Onions,Coffee,Eggs,Chicken"
129,"Jam,Pasta,Cookies,Cereal,Bread"
130,"Coffee,Eggs,Peanut Butter,Yogurt,Milk,Rice"
131,"Peanut Butter,Beef,Fish"
132,"Ice Cream,Rice,Tea,Cucumber"
133,"Onions,Chips,Yogurt,Flour,Peanut Butter,Pasta,Jam"
134,"Lettuce,Tomatoes,Rice,Tea,Beef"
135,Rice
136,"Bread,Flour,Lettuce"
137,"Juice,Bananas,Tomatoes,Peanut Butter,Cookies,Jam"
138,"Coffee,Ice Cream,Garlic,Lettuce,Jam,Chicken,Cheese"
139,"Juice,Apples,Tea,Cookies,Garlic,Yogurt,Lettuce"
140,"Tomatoes,Cheese,Rice"
141,"Onions,Peanut Butter,Tea,Cucumber,Coffee,Garlic,Tomatoes"
142,"Beef,Cheese"
143,"Soda,Cheese,Juice,Cookies,Fish,Peanut Butter,Eggs"
144,"Cucumber,Cereal,Cookies,Pasta,Beef,Flour"
145,Eggs
146,"Chicken,Carrots,Eggs,Garlic,Bread,Cucumber,Onions"
147,"Butter,Chicken,Beef,Coffee,Cucumber,Juice"
148,"Tea,Chips,Milk,Fish,Butter,Soda,Cucumber"
149,Chips
150,"Carrots,Cereal,Coffee"
151,"Eggs,Apples,Tea,Yogurt,Cucumber,Carrots,Milk"
152,"Eggs,Cucumber,Tea,Lettuce,Bread,Coffee"
153,"Lettuce,Milk"
154,"Ice Cream,Tea,Jam,Cereal,Yogurt"
155,"Tomatoes,Chicken,Onions,Beef,Bananas,Eggs"
156,Rice
157,"Lettuce,Soda,Carrots,Flour,Pasta,Cereal,Cucumber"
158,"Jam,Cereal,Butter,Yogurt,Eggs,Beef,Onions"
159,"Milk,Beef,Fish,Tea,Tomatoes"
160,"Ice Cream,Tea,Cucumber,Carrots,Cheese"
161,"Garlic,Butter,Soda,Milk,Cereal,Chips,Cheese"
162,"Ice Cream,Bread,Beef"
163,Chips
164,"Cucumber,Yogurt,Rice,Juice"
165,"Carrots,Bread"
166,"Garlic,Butter,Coffee,Jam"
167,"Cookies,Chips,Rice"
168,"Apples,Yogurt,Chicken,Garlic,Juice,Fish"
169,"Pasta,Yogurt,Cucumber,Chicken"
170,"Jam,Rice"
171,"Beef,Coffee,Cucumber,Soda"
172,"Garlic,Cereal,Butter,Coffee,Milk,Fish"
173,"Tea,Bread,Juice,Garlic,Milk,Apples,Cereal"
174,"Cookies,Lettuce,Tomatoes,Carrots,Chicken"
175,"Chips,Tea,Onions"
176,Milk
177,"Peanut Butter,Jam,Apples,Soda,Juice,Milk"
178,"Chicken,Juice"
179,"Jam,Fish,Tea,Cucumber,Yogurt,Soda"
180,"Tea,Milk,Tomatoes"
181,"Juice,Cucumber,Fish"
182,"Chicken,Bananas,Milk,Peanut Butter,Rice,Garlic,Cereal"
183,"Garlic,Fish"
184,"Rice,Peanut Butter,Juice"
185,"Cheese,Tomatoes,Apples"
186,"Garlic,Pasta,Flour,Jam,Onions"
187,"Apples,Tomatoes,Yogurt"
188,"Tomatoes,Butter,Bread,Milk,Juice,Yogurt,Ice Cream"
189,Bananas
190,"Rice,Lettuce"
191,"Coffee,Soda"
192,"Chips,Onions,Bread,Cereal"
193,Rice
194,"Cereal,Garlic"
195,"Peanut Butter,Milk,Butter,Beef"
196,Milk
197,"Coffee,Bananas,Carrots,Cereal,Jam,Beef,Butter"
198,Ice Cream
199,"Lettuce,Apples,Beef"
200,"Tea,Lettuce,Milk,Chips"
201,"Jam,Tomatoes,Garlic,Ice Cream"
202,"Chicken,Garlic,Ice Cream,Juice,Cucumber,Butter,Eggs"
203,"Fish,Onions,Bread,Apples,Juice,Ice Cream"
204,Butter
205,"Cereal,Onions,Chicken,Lettuce,Tea"
206,"Butter,Tea,Cereal"
207,"Cheese,Pasta"
208,"Rice,Peanut Butter,Cucumber,Tea"
209,"Tomatoes,Jam"
210,"Garlic,Chicken,Apples,Peanut Butter,Tea,Carrots,Juice"
211,"Yogurt,Lettuce,Bread,Onions,Tea"
212,"Rice,Tea,Bananas,Yogurt,Flour,Coffee"
213,"Chicken,Eggs,Tea,Cookies,Flour,Cucumber,Fish"
214,"Coffee,Cereal,Milk,Juice,Cucumber,Eggs"
215,"Jam,Chips,Garlic,Tomatoes,Yogurt"
216,"Onions,Butter,Juice,Beef,Bananas,Eggs,Cucumber"
217,"Fish,Ice Cream,Eggs,Garlic,Bananas"
218,Garlic
219,Tea
220,"Chips,Tomatoes,Chicken,Eggs"
221,"Milk,Onions,Chips,Cereal"
222,"Cookies,Cucumber,Apples,Fish,Tea,Bananas,Bread"
223,"Juice,Lettuce"
224,"Bread,Eggs,Cookies,Pasta"
225,"Cereal,Soda,Milk,Garlic,Flour"
226,"Milk,Beef,Coffee"
227,"Tomatoes,Cereal,Coffee,Milk"
228,"Jam,Carrots,Butter,Rice"
229,"Yogurt,Eggs,Beef"
230,"Carrots,Rice,Jam,Chips,Cheese,Yogurt"
231,"Cookies,Butter"
232,"Tomatoes,Garlic,Cereal,Apples,Chicken"
233,Coffee
234,"Apples,Rice"
235,"Bananas,Cheese,Chicken,Tea,Ice Cream"
236,Rice
237,"Chicken,Juice,Tomatoes,Coffee,Bread"
238,"Fish,Cheese"
239,"Milk,Carrots,Juice,Rice,Yogurt,Cereal,Garlic"
240,"Beef,Apples,Soda"
241,"Bananas,Bread,Cucumber,Chicken"
242,"Apples,Bananas,Flour,Tea"
243,"Fish,Chips,Cucumber,Bananas"
244,"Fish,Yogurt,Peanut Butter,Tea,Soda,Tomatoes"
245,"Bread,Chips,Yogurt"
246,"Beef,Flour"
247,"Lettuce,Coffee"
248,"Bread,Bananas,Yogurt"
249,"Jam,Cookies"
250,"Fish,Eggs,Cereal,Carrots"
251,"Cheese,Apples"
252,"Beef,Apples,Fish"
253,Cereal
254,"Carrots,Garlic,Beef,Yogurt,Eggs,Ice Cream"
255,"Yogurt,Cucumber,Beef,Soda,Cookies,Onions"
256,"Chicken,Cereal,Chips"
257,"Rice,Onions,Ice Cream"
258,"Yogurt,Eggs,Cheese,Bread,Flour,Fish,Rice"
259,"Yogurt,Apples,Coffee,Cereal,Cheese,Jam"
260,"Coffee,Cucumber,Cookies"
261,"Fish,Flour"
262,"Butter,Juice"
263,"Cucumber,Flour"
264,"Flour,Apples"
265,Ice Cream
266,"Eggs,Milk,Chips"
267,"Tomatoes,Cheese,Apples,Cucumber"
268,"Eggs,Carrots,Cookies,Jam,Yogurt,Tomatoes"
269,Yogurt
270,"Eggs,Apples,Cookies,Tomatoes,Flour"
271,Peanut Butter
272,"Peanut Butter,Fish,Chips"
273,Juice
274,"Flour,Carrots"
275,"Fish,Rice,Lettuce,Chips,Milk,Cookies"
276,"Eggs,Bread"
277,"Peanut Butter,Juice,Chips,Tea,Cucumber,Rice"
278,"Tea,Juice"
279,"Onions,Chicken,Lettuce,Beef,Chips,Juice,Jam"
280,"Jam,Coffee,Yogurt"
281,"Cucumber,Jam,Yogurt,Fish"
282,"Butter,Rice,Tea"
283,Ice Cream
284,"Rice,Onions"
285,"Apples,Peanut Butter,Cheese,Onions,Yogurt"
286,"Coffee,Chicken,Cookies"
287,"Garlic,Cookies,Pasta"
288,"Garlic,Ice Cream"
289,"Soda,Jam"
290,"Chicken,Yogurt,Eggs,Soda,Apples,Bananas,Pasta"
291,"Flour,Bananas"
292,"Coffee,Eggs,Jam,Yogurt"
293,"Tomatoes,Chicken,Cereal"
294,"Pasta,Beef"
295,"Butter,Lettuce,Cookies,Pasta,Carrots,Cucumber"
296,"Cucumber,Cereal,Bread,Flour,Chicken,Juice"
297,"Rice,Cheese,Tomatoes"
298,Bananas
299,"Eggs,Cereal,Beef,Chips"
300,Tea
301,Ice Cream
302,"Cookies,Soda,Flour,Carrots,Cucumber,Eggs,Lettuce"
303,"Bread,Yogurt,Peanut Butter,Garlic,Cereal"
304,"Flour,Soda,Apples,Juice,Cucumber"
305,"Carrots,Rice,Ice Cream"
306,Bananas
307,"Ice Cream,Chicken,Flour,Jam,Lettuce,Peanut Butter"
308,"Fish,Apples,Butter,Soda,Juice,Chicken,Lettuce"
309,"Onions,Cookies,Juice,Tomatoes"
310,"Juice,Garlic,Chicken,Onions,Bread,Yogurt"
311,"Tea,Chicken"
312,"Yogurt,Tea,Pasta,Jam,Coffee"
313,"Yogurt,Onions,Butter"
314,"Cheese,Coffee,Cereal,Rice,Garlic"
315,"Bananas,Coffee,Ice Cream,Garlic,Bread,Flour"
316,"Rice,Chicken,Yogurt,Soda"
317,"Apples,Pasta,Cucumber,Tomatoes"
318,"Cookies,Cereal,Jam,Chips,Carrots,Soda,Tomatoes"
319,"Peanut Butter,Cookies,Chicken,Garlic,Coffee,Yogurt,Carrots"
320,Yogurt
321,"Fish,Jam,Eggs,Pasta,Garlic,Milk"
322,"Yogurt,Bananas,Jam"
323,"Eggs,Carrots,Milk"
324,"Butter,Ice Cream"
325,"Butter,Beef"
326,"Chicken,Onions,Peanut Butter,Tea,Ice Cream,Butter"
327,"Coffee,Tea,Cheese,Garlic"
328,"Coffee,Cheese,Beef"
329,"Yogurt,Milk,Rice,Chips"
330,Yogurt
331,"Rice,Cucumber,Bread,Eggs,Apples,Chips,Chicken"
332,"Rice,Beef,Tea,Butter,Eggs,Cheese,Yogurt"
333,"Carrots,Beef"
334,"Bread,Juice,Tea,Yogurt,Cereal,Lettuce,Ice Cream"
335,"Peanut Butter,Cheese"
336,"Butter,Juice,Apples,Cucumber,Soda"
337,"Peanut Butter,Pasta"
338,"Cucumber,Tea,Chicken,Rice,Carrots,Cereal"
339,"Cucumber,Cheese,Bananas,Flour,Coffee"
340,"Pasta,Juice,Yogurt,Rice,Bananas,Eggs"
341,Milk
342,"Lettuce,Eggs,Bananas"
343,"Onions,Flour"
344,"Peanut Butter,Coffee"
345,"Milk,Lettuce,Cheese,Apples,Bread,Garlic,Fish"
346,"Garlic,Yogurt,Fish,Cheese"
347,"Tea,Butter,Milk,Rice,Eggs,Jam,Apples"
348,"Pasta,Soda,Butter,Eggs"
349,"Butter,Apples,Bread,Milk,Ice Cream"
350,"Tea,Tomatoes"
351,Juice
352,"Rice,Fish,Beef,Soda"
353,"Juice,Tea,Tomatoes,Flour"
354,"Cheese,Tea,Milk,Chicken,Jam,Juice,Cucumber"
355,"Tea,Pasta,Peanut Butter"
356,"Soda,Lettuce"
357,Ice Cream
358,"Juice,Butter"
359,"Juice,Jam"
360,"Carrots,Garlic,Chicken"
361,"Soda,Peanut Butter,Tomatoes"
362,"Cheese,Onions"
363,"Bananas,Juice,Tea"
364,"Cookies,Cheese,Cucumber,Chips,Tea"
365,"Fish,Chicken,Cookies,Butter,Carrots,Peanut Butter,Rice"
366,Soda
367,"Soda,Butter,Coffee,Fish"
368,"Fish,Apples,Carrots,Beef"
369,"Juice,Chips,Cereal"
370,"Jam,Tomatoes"
371,"Bread,Chicken,Tea,Ice Cream,Cheese,Coffee"
372,"Flour,Tomatoes,Cheese,Juice,Peanut Butter,Soda"
373,"Onions,Flour,Eggs,Milk"
374,"Fish,Tea,Apples,Bananas,Ice Cream"
375,"Pasta,Soda"
376,"Tea,Bananas,Cereal,Milk,Carrots,Garlic,Ice Cream"
377,"Jam,Yogurt,Tomatoes"
378,"Bananas,Cookies,Jam,Fish,Garlic,Butter,Beef"
379,"Garlic,Jam,Apples,Milk,Cookies"
380,"Yogurt,Coffee,Lettuce"
381,"Chips,Ice Cream,Peanut Butter,Jam,Rice,Eggs,Bread"
382,"Cookies,Eggs,Pasta,Cheese,Carrots,Bananas"
383,"Cereal,Jam,Coffee,Apples,Chicken"
384,"Fish,Peanut Butter,Tomatoes,Chicken,Lettuce,Yogurt"
385,Jam
386,"Juice,Cookies"
387,Butter
388,"Tea,Bananas,Cucumber,Coffee"
389,"Milk,Lettuce"
390,"Cucumber,Pasta,Peanut Butter,Apples,Cereal,Bananas,Chicken"
391,"Yogurt,Cookies,Milk,Eggs,Cereal"
392,"Peanut Butter,Pasta,Ice Cream,Beef,Apples,Cookies"
393,"Chicken,Garlic,Rice,Carrots,Cookies,Apples,Cheese"
394,"Coffee,Tea,Soda"
395,"Cucumber,Carrots,Bananas"
396,"Rice,Fish,Ice Cream,Lettuce,Carrots"
397,"Milk,Garlic,Cheese,Bread,Bananas,Jam,Yogurt"
398,"Onions,Yogurt,Cucumber,Eggs,Soda,Apples,Pasta"
399,"Cereal,Onions,Garlic"
400,"Flour,Rice,Tomatoes"
401,"Tea,Apples,Ice Cream"
402,Juice
403,Chicken
404,"Chips,Chicken,Carrots,Lettuce,Garlic"
405,"Apples,Jam,Cookies,Juice,Onions"
406,"Yogurt,Milk"
407,"Lettuce,Cookies"
408,"Garlic,Bananas,Milk,Tea,Carrots"
409,"Garlic,Chips,Rice,Beef"
410,"Soda,Cereal,Onions"
411,"Yogurt,Flour,Eggs,Soda,Chips,Fish"
412,"Juice,Coffee,Cereal,Jam"
413,"Lettuce,Beef,Bananas,Fish,Coffee,Cookies"
414,Milk
415,"Soda,Butter"
416,"Rice,Cheese,Chips,Ice Cream,Cookies,Milk"
417,"Tomatoes,Cucumber,Peanut Butter,Apples,Cookies"
418,"Chips,Chicken,Coffee,Tea,Soda,Cereal,Beef"
419,"Tea,Peanut Butter"
420,Cucumber
421,"Bananas,Carrots,Cucumber"
422,"Bananas,Tomatoes,Juice,Chips,Tea,Garlic,Onions"
423,Butter
424,"Yogurt,Eggs,Bread,Milk,Beef,Jam,Apples"
425,"Chicken,Flour"
426,"Yogurt,Juice,Coffee"
427,"Bananas,Cheese,Chips,Apples,Pasta,Flour"
428,"Eggs,Rice,Soda,Cucumber,Tomatoes,Onions,Beef"
429,Cheese
430,"Tea,Garlic"
431,"Beef,Garlic,Fish,Pasta,Butter,Jam,Cucumber"
432,Pasta
433,"Cucumber,Ice Cream,Lettuce,Chips,Cheese"
434,"Garlic,Jam,Juice,Rice,Yogurt"
435,"Coffee,Soda,Peanut Butter,Tea,Cheese"
436,"Soda,Jam"
437,"Carrots,Jam,Tea,Ice Cream,Cheese,Peanut Butter"
438,"Eggs,Juice,Coffee,Onions"
439,"Yogurt,Bananas,Tomatoes,Cucumber,Bread,Chips,Beef"
440,"Bananas,Chips,Jam,Pasta,Butter,Garlic,Milk"
441,"Peanut Butter,Flour"
442,"Cucumber,Bananas,Eggs,Carrots,Beef,Bread"
443,Butter
444,"Garlic,Pasta,Juice,Bananas,Cucumber,Yogurt,Ice Cream"
445,"Fish,Milk"
446,"Chicken,Juice,Rice,Pasta,Lettuce,Bread"
447,"Coffee,Milk,Bread,Ice Cream,Soda"
448,"Ice Cream,Juice,Eggs,Peanut Butter,Chips,Jam,Carrots"
449,"Juice,Coffee"
450,"Cereal,Beef,Cucumber,Milk"
451,"Lettuce,Rice,Yogurt,Cookies,Eggs,Apples,Carrots"
452,Lettuce
453,"Cucumber,Soda,Cookies,Jam,Rice"
454,"Chips,Lettuce,Cereal,Bread"
455,Chips
456,"Chicken,Eggs,Cereal"
457,"Ice Cream,Chicken,Milk"
458,"Cereal,Apples,Garlic,Onions,Jam,Bread"
459,"Pasta,Chips,Cucumber,Lettuce,Peanut Butter,Onions,Jam"
460,"Onions,Bread,Rice"
461,"Bananas,Milk,Carrots,Jam,Tomatoes"
462,"Cheese,Rice,Chips,Juice,Peanut Butter,Yogurt"
463,"Milk,Tea"
464,"Ice Cream,Cereal,Cookies,Onions"
465,Chicken
466,"Jam,Peanut Butter,Coffee,Chicken,Chips,Carrots,Flour"
467,"Cookies,Tomatoes,Pasta,Chicken,Garlic"
468,"Garlic,Peanut Butter,Rice"
469,Onions
470,"Cereal,Ice Cream,Tomatoes,Lettuce,Butter"
471,"Coffee,Butter,Tea,Yogurt,Jam"
472,"Coffee,Butter,Cucumber,Flour,Beef,Rice,Peanut Butter"
473,"Soda,Carrots,Beef,Flour,Cucumber,Eggs"
474,Apples
475,"Garlic,Apples,Juice,Chicken,Jam,Carrots,Milk"
476,"Fish,Yogurt,Cucumber,Flour,Peanut Butter"
477,"Flour,Pasta,Eggs,Tomatoes,Lettuce"
478,"Milk,Cereal"
479,"Carrots,Ice Cream,Pasta,Milk,Cereal,Onions"
480,"Chicken,Tomatoes,Cereal"
481,"Pasta,Fish,Flour,Ice Cream,Cheese,Garlic"
482,"Bananas,Ice Cream"
483,"Cucumber,Bananas"
484,"Bananas,Beef,Soda,Pasta"
485,"Garlic,Fish,Chicken"
486,"Tomatoes,Eggs"
487,"Fish,Yogurt,Garlic,Tomatoes"
488,"Fish,Soda"
489,Tomatoes
490,"Pasta,Coffee,Butter,Eggs,Beef,Carrots"
491,"Tomatoes,Cucumber"
492,"Beef,Ice Cream,Chicken,Tea"
493,Cereal
494,Butter
495,"Cookies,Carrots,Juice,Soda"
496,Apples
497,"Cereal,Jam"
498,"Ice Cream,Rice,Cucumber,Yogurt,Pasta,Fish"
499,Beef
500,"Bread,Yogurt,Chips,Cheese,Ice Cream,Tea,Bananas"
501,"Cheese,Coffee,Apples,Bananas"
502,"Chicken,Yogurt,Chips"
503,"Soda,Apples,Yogurt,Cheese,Jam"
504,"Onions,Soda,Juice,Eggs,Cheese,Chips"
505,"Milk,Lettuce,Carrots,Onions,Jam"
506,"Cheese,Jam,Coffee,Cucumber,Flour,Garlic,Cookies"
507,"Milk,Soda"
508,Tomatoes
509,"Cereal,Yogurt,Cheese,Cookies,Cucumber"
510,"Onions,Tea"
511,"Carrots,Ice Cream,Butter,Cereal,Tea,Fish"
512,"Beef,Cereal,Tomatoes"
513,"Garlic,Jam,Coffee,Eggs,Bread,Cucumber,Juice"
514,"Tomatoes,Peanut Butter,Butter,Onions"
515,"Rice,Beef,Tomatoes"
516,"Chicken,Cucumber,Lettuce,Chips"
517,"Flour,Coffee,Soda,Tomatoes,Jam,Beef,Bread"
518,"Lettuce,Soda,Cereal,Beef,Peanut Butter,Tomatoes,Jam"
519,"Flour,Chips,Juice"
520,"Tomatoes,Onions,Rice,Pasta,Peanut Butter,Chicken,Bread"
521,"Yogurt,Chicken"
522,"Cereal,Tea,Cookies"
523,"Cookies,Bananas,Cheese,Coffee,Yogurt,Lettuce,Fish"
524,"Rice,Flour,Cucumber"
525,"Butter,Bread,Chips,Cucumber,Peanut Butter,Cheese"
526,Coffee
527,"Cheese,Coffee,Tea"
528,"Lettuce,Pasta,Onions,Yogurt,Carrots"
529,"Tomatoes,Butter,Jam,Yogurt,Ice Cream"
530,"Yogurt,Ice Cream,Eggs"
531,"Butter,Bread,Milk"
532,Tea
533,Jam
534,Garlic
535,Juice
536,"Chicken,Lettuce,Cucumber,Butter,Ice Cream"
537,"Milk,Pasta,Yogurt,Chips,Flour"
538,"Cheese,Butter,Bread,Ice Cream,Flour,Garlic,Peanut Butter"
539,"Butter,Lettuce"
540,"Tomatoes,Flour,Chips,Bananas,Rice,Pasta"
541,Jam
542,"Fish,Lettuce,Rice,Onions,Yogurt,Eggs"
543,"Jam,Eggs,Butter,Yogurt,Carrots,Cucumber"
544,"Fish,Milk"
545,"Apples,Bread,Bananas,Cheese,Ice Cream"
546,"Cheese,Eggs,Onions,Garlic,Jam,Cucumber"
547,Cereal
548,"Ice Cream,Jam,Flour,Cereal,Lettuce,Onions,Cookies"
549,"Cereal,Soda"
550,"Tomatoes,Carrots"
551,Lettuce
552,Butter
553,"Milk,Butter,Peanut Butter"
554,Cheese
555,"Onions,Jam,Ice Cream,Bread,Yogurt,Cucumber,Soda"
556,Yogurt
557,"Coffee,Juice"
558,Tomatoes
559,"Cookies,Bread"
560,"Chips,Tomatoes"
561,Bananas
562,"Bread,Peanut Butter,Juice,Tomatoes,Eggs,Apples,Onions"
563,"Peanut Butter,Apples"
564,"Cucumber,Chips,Ice Cream,Yogurt,Bread,Chicken,Jam"
565,"Apples,Cucumber,Garlic"
566,"Chicken,Cucumber,Chips"
567,Lettuce
568,"Beef,Bananas"
569,"Milk,Fish,Lettuce"
570,"Carrots,Jam,Cucumber,Chicken,Rice,Bananas"
571,"Juice,Soda,Cereal,Peanut Butter,Eggs,Milk"
572,"Cereal,Juice,Garlic,Bananas,Peanut Butter,Tea,Lettuce"
573,"Coffee,Onions,Yogurt,Chicken"
574,"Peanut Butter,Onions,Coffee"
575,"Chips,Tomatoes,Flour"
576,"Ice Cream,Rice"
577,"Bread,Cucumber,Onions,Fish"
578,"Garlic,Chips,Cereal,Tomatoes"
579,"Beef,Yogurt,Fish,Flour"
580,"Yogurt,Cookies,Eggs,Chips,Butter,Beef,Pasta"
581,"Juice,Peanut Butter,Cookies,Jam,Tomatoes"
582,"Onions,Lettuce,Butter,Bread,Cereal,Eggs,Ice Cream"
583,"Juice,Fish,Cereal,Tomatoes,Flour"
584,"Cucumber,Ice Cream,Beef,Apples,Peanut Butter"
585,"Cookies,Fish,Juice,Soda,Cheese"
586,"Rice,Milk,Cereal,Juice,Yogurt,Cookies"
587,"Jam,Pasta,Fish"
588,"Cookies,Apples,Ice Cream,Peanut Butter,Tomatoes,Coffee"
589,"Milk,Chicken,Butter,Flour,Fish,Cereal,Rice"
590,Beef
591,"Fish,Tomatoes,Coffee,Ice Cream,Eggs"
592,"Rice,Yogurt,Jam,Lettuce"
593,"Carrots,Cereal"
594,"Bread,Onions,Apples,Rice,Cookies"
595,"Lettuce,Tea,Rice,Flour,Cookies,Bananas,Juice"
596,"Tomatoes,Butter,Bananas,Lettuce,Pasta"
597,"Butter,Juice,Cereal,Beef"
598,"Fish,Tomatoes"
599,"Rice,Jam"
600,"Jam,Pasta,Soda,Rice,Garlic,Butter"
601,"Tea,Butter,Ice Cream,Carrots,Eggs,Apples"
602,"Flour,Cereal"
603,"Juice,Beef,Cheese,Chips,Apples,Yogurt,Onions"
604,"Butter,Cucumber,Eggs,Peanut Butter,Yogurt,Jam,Ice Cream"
605,"Beef,Coffee"
606,"Yogurt,Eggs"
607,"Soda,Cheese,Bananas,Bread,Flour"
608,"Tomatoes,Yogurt"
609,"Peanut Butter,Fish,Milk,Butter"
