Incident ID,Date,Time,Crime Type,Latitude,Longitude,Location Description
93658891-e460-4a02-85ac-c61220de5de4,2025-03-30,09:12:18,Theft,52.5976995,-73.787489,"93223 Crawford Hollow, Lake Christina, CO 18372"
682e4002-a9f1-4f7c-97ea-0686e5f14395,2023-08-29,01:30:24,Assault,68.051664,-170.768211,"241 Conner Street Apt. 023, South Davidfort, AZ 66472"
ab78a4ee-3851-47f1-b317-930e51995cf1,2023-08-23,11:51:16,Burglary,-5.0118185,176.569963,"431 Henry Knoll, Jefferyside, CA 23464"
970a06dc-f444-4dae-9d21-ae7c60252b8d,2025-03-15,03:10:15,Assault,-64.443297,97.512852,"64832 Joseph Islands Suite 805, Fitzgeraldfurt, DC 93541"
26e5e2da-91b9-4f8b-8a84-9529b662f7ed,2024-08-31,13:54:42,Burglary,-8.0219455,151.088391,"73611 Martinez Spring Suite 203, East Cody, MT 09631"
366e3cca-8c47-4390-941c-c2bce3352f8b,2024-05-22,00:12:26,Vandalism,-31.3484925,84.025748,"293 Burke Way, Emilyfort, SC 79519"
586a7302-59cd-43d9-8764-7513c9e6e630,2024-11-27,21:38:37,Theft,-34.7270895,166.010176,"3830 Joel Mountains, New Joshuaport, MA 97233"
e5b3a67b-aa0e-463e-afe1-633cb87c6dd3,2024-10-15,09:39:56,Theft,-66.1947925,149.790497,"9913 Robert Garden Apt. 742, Jocelynberg, NY 42636"
135981c7-b984-4be3-aef8-2d2e51f83e44,2024-01-14,01:51:46,Assault,-38.562497,-72.502676,"Unit 8666 Box 0271, DPO AA 83004"
3022b8f1-86d6-4424-a7b2-2a70a9452a96,2025-01-13,19:45:49,Assault,41.3398645,7.863564,"643 Shelly Dam, Moonside, HI 05522"
92a97177-785e-4ebc-8003-8e5a4c8349bc,2023-06-15,14:13:54,Theft,8.4275905,167.563121,"PSC 1738, Box 0091, APO AA 34585"
b3e52b15-41c1-4dc0-95f9-d782bcb43dc9,2024-06-19,02:43:05,Fraud,11.0310505,-92.772333,"982 Santos Road, North Jeremy, PA 88950"
dd3a30f8-24ee-498e-9f30-2d42c4545268,2024-08-16,07:11:44,Fraud,68.9245885,153.189597,"1497 Lane Canyon, East Mariamouth, MI 44129"
63f6ed2d-6865-4c4d-a322-e658410223b4,2025-03-13,02:24:20,Fraud,-10.4130245,170.526353,"238 Shawn Well, Port Johnshire, OH 17431"
91c9992f-b73a-4683-94f6-9e70b5f767d3,2024-08-31,15:00:30,Theft,14.217119,-72.393228,"434 Miller Drive Suite 067, Lake Kimberlyport, RI 56058"
91a69f34-d7cb-47ff-9c7d-710f77dc6602,2024-11-07,23:16:57,Theft,-37.7474585,-93.927164,"64377 Robertson Curve Suite 420, West Jose, CT 86687"
5295dcaf-4f65-4f21-afa2-be1307fce776,2024-08-05,21:29:16,Theft,-38.3158535,-2.605216,"135 Alexander Spur, Ronaldchester, MN 77057"
8ec14f83-1679-4dcc-bc88-47d21b067b10,2024-12-21,03:45:56,Assault,-54.8300305,-128.428046,"736 Robert Spring Suite 924, Alisonside, TX 44721"
0063b5c9-24fa-4196-b801-59870008cccf,2023-06-21,10:18:29,Fraud,0.6606555,62.845348,"9748 Sharon Locks, North Adammouth, IL 41457"
c736e166-8042-402f-9d73-22518b763f63,2023-11-29,16:28:03,Fraud,-62.523795,112.464867,"12722 Scott Village, South Janet, AK 73995"
1f695a01-f5f5-40d2-842e-4fec60e63d0e,2023-06-27,05:37:23,Theft,-67.756266,158.405433,"6379 Lopez Route, New Robertbury, MI 67756"
da595d3e-a0fe-4e1b-b910-18255057df41,2024-11-22,15:37:01,Vandalism,35.508834,-44.023593,"37505 Howell Squares, Emmatown, NH 96080"
2ea5cef8-e6b7-44ce-918c-9149847ee300,2023-09-10,12:37:14,Theft,71.500087,-1.881417,"6775 James Ford, South Victorialand, NC 91397"
67aaa068-8dcf-4198-b0e5-1f30abfa4f2c,2024-07-29,02:31:00,Burglary,-34.2023965,-137.740357,"503 Decker Way Suite 784, North Christopherfurt, MT 50435"
c2f27fc1-b210-4ccd-a51e-0bdec816c4aa,2024-08-19,16:39:42,Theft,-27.667470,-27.967109,"064 Moore Spring Suite 699, Terrystad, MT 77284"
58beb667-2b80-49d7-85bc-8847a5743bd3,2023-05-08,01:42:50,Theft,27.8837445,56.688272,"3609 Moore View, Wileyville, PA 04693"
2dd218eb-fd57-4cea-a623-c2783a94f14b,2023-04-17,08:36:41,Fraud,49.637403,54.750276,"6748 Erik Estate, Lake Darrylport, ME 40059"
d1e0a50e-9602-434b-8845-3d3e6424d7ef,2023-11-03,10:04:32,Theft,33.8307705,-143.592750,"74836 Rodney Canyon Apt. 504, Brianton, AZ 20926"
2b535d23-de2d-44b9-980d-da10dffd6f19,2024-04-08,01:22:02,Assault,-68.1902965,134.343013,"11913 Sarah Meadows, North Thomasmouth, VA 22528"
dae3c720-2360-4b82-9a14-3f918a34065b,2024-01-24,23:41:41,Assault,23.3157355,94.580400,"831 Kemp Pines, Annashire, MO 40702"
176f9018-b186-46ce-90e4-94613dff332b,2023-08-06,03:04:42,Theft,18.7411025,15.608887,"500 Douglas Streets Apt. 221, Navarroberg, KS 18700"
eae12804-2c14-468f-8a73-a9a9df499c15,2024-08-31,13:09:25,Vandalism,-3.157150,-72.569170,"Unit 1872 Box 4531, DPO AP 88436"
cc9bd78e-5a45-4f86-be32-92dbb0bd6bdd,2024-02-14,15:41:47,Assault,-62.3122725,-32.447974,"505 Phillip Throughway Suite 842, Brandonview, CO 44400"
c607fad9-01fe-4e70-aaa0-66f7a607dc9d,2024-09-17,01:15:42,Theft,-29.1375475,171.999837,"Unit 2458 Box 1273, DPO AP 80482"
490004e6-6873-4d8a-92ee-6e4697e27d7a,2024-12-31,22:43:25,Theft,-78.556242,-41.457481,"2639 Robin Bypass, South Nancy, NV 78246"
f6b1557e-55b2-4dc6-b634-dbae9e7be7ad,2025-01-07,22:44:24,Fraud,8.037358,-117.169226,"5273 Duran Bridge, New Kaitlin, WV 51921"
6dca0f0a-adc1-4d69-a762-fbac29685a0e,2024-01-31,21:33:16,Vandalism,82.5871855,-64.746870,"042 Wendy Glen, South Jonathan, SD 55705"
6ca1c7a8-ba71-4935-89d9-a4015207cce5,2024-04-24,04:49:21,Fraud,-57.7967125,-45.349228,"4698 Vincent Rue Apt. 646, North Robertland, KY 93886"
7e297815-0781-4bf4-8683-e8e1cfb99a06,2024-09-18,01:08:26,Theft,14.693865,106.435268,"787 Linda Throughway Apt. 953, Russellbury, GA 79975"
fba98e75-20f3-4df2-a0fe-190074020ea1,2025-04-04,15:48:39,Burglary,-5.269041,56.345033,"4758 Kimberly Lake, Phillipside, PA 13109"
81001b5e-2136-4a11-a4eb-24a44e850ca1,2023-07-27,23:08:58,Theft,-72.860300,2.517485,"7198 Donald Mountain, New Jonathan, MI 17616"
5ee10379-e9af-4682-b7c9-6139e1b9f50e,2023-05-13,01:55:38,Assault,-62.283921,-125.948553,"4952 Diane Mountains, Sullivanborough, MT 35472"
ab5c3122-6e93-4338-bc7e-8bd2f19348ca,2024-04-26,16:10:13,Theft,-50.9626995,50.432423,"341 Steven Lake Suite 753, South Theresa, MA 29218"
896431bf-18ce-4ecb-a783-662b7f49db7a,2024-07-08,23:53:10,Burglary,29.384804,-9.248355,"45116 Blake Inlet Suite 034, East Melanie, NJ 32055"
e5379893-860f-4e0c-b687-0e201450e2ed,2023-10-28,15:41:21,Burglary,-61.608000,-152.626337,"7722 Sandra Drive, Port Richardville, CO 76091"
